"lang","wd","pause_duration","first_part_wd_norm_duration","second_part_wd_norm_duration","complete_wd_dur","disfluency_adjacent","pause_type","ps","first_part_wd_norm","first_part_mb_norm","first_part_gl_norm","second_part_wd_norm","second_part_mb_norm","second_part_gl_norm","language"
"ngal1292","<<wip>>",257,494,745,1239,"no","disruptive","noun","dja","dja-","1sg>2sg-","yolhwehwoy","yolh weh -wo -y","feelings bad -CSTVSR -IRR","Dalabon"
"ngal1292","<<wip>>",86,839,1085,1924,"no","disruptive","verb","dahmarnuberru","da- h- marnu- berru","2sg>3sg- R- BEN- chest?","yahkodjbolerdminj","yah kodj bolerd -minj","just head turn.around -PP","Dalabon"
"ngal1292","<<wip>>",338,176,474,650,"no","disruptive","verb","djah","dja- h-","3sg>2sg- R-","naHnan","na~ Hn -an","REDUP~ look -PR","Dalabon"
"ngal1292","<<wip>>",716,352,215,567,"no","disruptive","verb","djah","dja- h-","2sg- R-","kodj","kodj","head","Dalabon"
"ngal1292","<<wip>>",529,215,939,1154,"no","disruptive","verb","kodj","kodj","head","boledminj","boled -minj","turn.around -PP","Dalabon"
"ngal1292","<<wip>>",392,411,403,814,"no","disruptive","verb","kahkodj","ka- h- kodj","3sg- R- head","djadi","djadi","stand?:PR","Dalabon"
"ngal1292","<<wip>>",730,1008,604,1612,"no","disruptive","verb","djahlngmedmo","dja- h- lng- medmo","2sg- R- SEQ- face","yidjnjarrun","yidjnj -arru -n","hold -RR -PR","Dalabon"
"ngal1292","<<wip>>",357,161,996,1157,"no","disruptive","verb","kah","ka- h-","3sg- R-","medmoboledminj","medmo boled -minj","face.side turn.away -PP","Dalabon"
"ngal1292","<<wip>>",98,761,361,1122,"no","ultra-disruptive","verb","kahlngwohkohdab","ka- h- lng- woh koh dabk","3sg- R- SEQ- little.bit gaze block","karrun","dabk -arru -n","block -RR -PR","Dalabon"
"ngal1292","<<wip>>",195,191,463,654,"no","disruptive","verb","dah","da- h-","2sg>3- R-","lirri","lirri","from.side","Dalabon"
"ngal1292","<<wip>>",82,463,619,1082,"no","disruptive","verb","lirri","lirri","from.side","ngabbong","ngabb -ong","give -PP","Dalabon"
"ngal1292","<<wip>>",1140,613,923,1536,"no","disruptive","verb","yarrahbolarnh","yarra- h- bolarnh","1du- R- nearly","rokraworrinj","rok rawo -rr -inj","appearance mix -RR -PP","Dalabon"
"nisv1234","<<wip>>",875,233,303,536,"no","disruptive","verb","Ara","ara=","3PL=","tahtah","tah ~tah","attacher ~RED","Nisvai"
"nisv1234","<<wip>>",239,132,169,301,"no","disruptive","verb","ga","ga=","3SG=","puc","puc","mentir","Nisvai"
"nisv1234","<<wip>>",342,41,237,278,"no","disruptive","verb","ga","ga=","3SG=","kin","kin","emmener","Nisvai"
"nisv1234","<<wip>>",310,125,140,265,"no","disruptive","verb","va","va=","aller","cag","cag","trouver","Nisvai"
"nisv1234","<<wip>>",164,222,98,320,"no","disruptive","verb","ara","ara=","3PL=","tuv","tuv","être","Nisvai"
"nisv1234","<<wip>>",76,298,216,514,"no","disruptive","verb","Ara","ara=","3PL=","cyl","cyl","éplucher","Nisvai"
"nisv1234","<<wip>>",224,205,163,368,"no","disruptive","verb","ara","ara=","3PL=","kan","kan","manger","Nisvai"
"nisv1234","<<wip>>",97,318,355,673,"no","ultra-disruptive","other","na","napynhevuh","vieille","pynhevuh","napynhevuh","vieille","Nisvai"
"nisv1234","<<wip>>",110,321,209,530,"no","disruptive","verb","na","na=","1SG=","kas","kas","rincer","Nisvai"
"nisv1234","<<wip>>",95,170,353,523,"no","ultra-disruptive","other","na","napnevur","vieille","pnevur","napnevur","vieille","Nisvai"
"nisv1234","<<wip>>",229,233,431,664,"no","ultra-disruptive","other","na","napyhevuh","vieille","pyhevuh","napyhevuh","vieille","Nisvai"
"nisv1234","<<wip>>",272,183,455,638,"no","ultra-disruptive","other","na","napynhevuh","vieille","pynhevuh","napynhevuh","vieille","Nisvai"
"nisv1234","<<wip>>",237,195,220,415,"no","disruptive","verb","a","a=","3SG=","pur","pur","être_plein","Nisvai"
"nisv1234","<<wip>>",56,394,303,697,"yes","disruptive","verb","Daramas","dara= mas=","1INCL= devoir=","blokem","blokem","protéger","Nisvai"
"nisv1234","<<wip>>",388,768,854,1622,"no","disruptive","noun","a","a","HESI","Viehahah","Viehahah","NOM","Nisvai"
"nisv1234","<<wip>>",158,646,140,786,"no","disruptive","verb","va","va=","aller","qan","qan","être_comme","Nisvai"
"nisv1234","<<wip>>",338,133,214,347,"no","disruptive","verb","Ga","ga=","3SG=","pol","pol","étendre_le_lit","Nisvai"
"nisv1234","<<wip>>",331,170,319,489,"no","disruptive","verb","gur","gu- r=","3SG- FUT=","prag","prag","faire","Nisvai"
"nisv1234","<<wip>>",212,411,200,611,"no","disruptive","verb","aru","aru=","3PL.ASP.EC=","vuv","vuv","souffler","Nisvai"
"nisv1234","<<wip>>",125,465,243,708,"no","disruptive","verb","va","va=","aller","cag","cag","chercher","Nisvai"
"nisv1234","<<wip>>",227,468,302,770,"no","disruptive","verb","va","va=","aller","sah","sah","grimper","Nisvai"
"nisv1234","<<wip>>",81,573,373,946,"yes","disruptive","verb","arava","ara= va=","3PL= aller","kalki","kalki","dire","Nisvai"
"nisv1234","<<wip>>",707,430,500,930,"no","disruptive","verb","Va","va","aller","kalkik","kalkik","dire","Nisvai"
"nisv1234","<<wip>>",242,368,493,861,"yes","disruptive","verb","Ara","ara=","3PL=","cavkuc","cav_kuc","abattre","Nisvai"
"nisv1234","<<wip>>",1020,669,202,871,"no","disruptive","verb","Ara","ara=","3PL=","wul","wul","détacher","Nisvai"
"nisv1234","<<wip>>",214,812,254,1066,"no","disruptive","noun","Lihor","Lihor","LIEU","lyn","lyn","INST","Nisvai"
"nisv1234","<<wip>>",272,197,267,464,"no","ultra-disruptive","verb","gurp","gur= pwac","3SG.ASP.EC= être_en_crû","wac","pwac","être_en_crû","Nisvai"
"nisv1234","<<wip>>",228,449,360,809,"yes","disruptive","noun","a","a=","ART.P=","nahemac","nahemac","esprit","Nisvai"
"nisv1234","<<wip>>",377,315,163,478,"no","disruptive","verb","Ara","ara=","3PL=","tuv","tuv","être_là","Nisvai"
"nisv1234","<<wip>>",270,183,330,513,"no","disruptive","verb","va","va=","aller","sug","sug","remplir","Nisvai"
"nisv1234","<<wip>>",121,167,122,289,"no","disruptive","verb","Gur","gur=","3SG.ASP.EC=","tur","tur","piquer","Nisvai"
"nisv1234","<<wip>>",144,235,280,515,"yes","disruptive","noun","a","a=","ART.P=","napnevur","napnevur","femme","Nisvai"
"nisv1234","<<wip>>",410,213,285,498,"no","disruptive","verb","aru","aru=","3PL.ASP.EC=","panun","panun","cuisiner","Nisvai"
"nisv1234","<<wip>>",174,159,417,576,"no","disruptive","verb","ga","ga=","3SG=","packuv","pac_kuv","sortir","Nisvai"
"nisv1234","<<wip>>",311,146,161,307,"no","disruptive","verb","ga","ga=","3SG=","kub","kub","lapider","Nisvai"
"nisv1234","<<wip>>",105,408,289,697,"no","disruptive","verb","a","ga=","3SG=","varus","varus","pagayer","Nisvai"
"nisv1234","<<wip>>",126,410,352,762,"no","disruptive","verb","ga","ga=","3SG=","qavan","qa= van","courir= aller","Nisvai"
"nisv1234","<<wip>>",588,219,205,424,"no","ultra-disruptive","verb","nov","novco","savoir","co","novco","savoir","Nisvai"
"nisv1234","<<wip>>",148,682,329,1011,"yes","disruptive","verb","gasba","ga= sba","3SG= NEG","kykrav","kykrav","regarder","Nisvai"
"nisv1234","<<wip>>",355,342,382,724,"no","disruptive","verb","qa","qa=","2SG=","sevem","sevem","sauver","Nisvai"
"nort2875","<<wip>>",268,228,517,745,"yes","disruptive","verb","ma","ma-","POT-","taneman","taném -an","plant -LV","Northern Alta"
"nort2875","<<wip>>",435,245,210,455,"no","ultra-disruptive","verb","ma","men-","AV-","ʔana","men- ána'","AV- child","Northern Alta"
"nort2875","<<wip>>",359,563,436,999,"no","disruptive","verb","i","i-","CV-","ttanem","t~ taném","RDP~ plant","Northern Alta"
"nort2875","<<wip>>",1094,973,571,1544,"no","disruptive","verb","ine","in- i-","PRF- CV-","tanem","taném","plant","Northern Alta"
"nort2875","<<wip>>",466,961,558,1519,"no","disruptive","verb","ne","in- i-","PRF- CV-","sulpak","sulpák","insert","Northern Alta"
"orko1234","<<wip>>",1187,178,408,586,"no","ultra-disruptive","noun","Ma","Makin","Makin","kin","Makin","Makin","Fanbyak"
"orko1234","<<wip>>",858,424,757,1181,"no","ultra-disruptive","noun","Tos","tosdei","Thursday","dei","tosdei","Thursday","Fanbyak"
"orko1234","<<wip>>",269,324,260,584,"no","ultra-disruptive","noun","Tos","tosdei","Thursday","dei","tosdei","Thursday","Fanbyak"
"orko1234","<<wip>>",218,297,348,645,"yes","disruptive","verb","fēn","fēn","shoot","fēn","~fēn","~RED","Fanbyak"
"orko1234","<<wip>>",157,232,392,624,"no","ultra-disruptive","other","ma","marin","before","rin","marin","before","Fanbyak"
"pnar1238","<<wip>>",809,428,322,750,"no","disruptive","verb","u","u=","NF=","kheit","khait","pick","Pnar"
"pnar1238","<<wip>>",442,422,292,714,"no","disruptive","verb","u","u=","NF=","thap","thap","put","Pnar"
"pnar1238","<<wip>>",259,255,573,828,"no","disruptive","other","cha","cha-","ALL-","rood","rood","outside","Pnar"
"pnar1238","<<wip>>",792,367,148,515,"no","disruptive","noun","ki","ki=","PL=","le","le","three","Pnar"
"pnar1238","<<wip>>",173,233,315,548,"no","disruptive","noun","u","u=","M=","bru","bru","person","Pnar"
"pnar1238","<<wip>>",1020,216,123,339,"no","disruptive","pro","i","i=","N=","tæ","tæ","nvis","Pnar"
"pnar1238","<<wip>>",407,379,326,705,"no","disruptive","other","ha","ha-","LOC-","dooh","dooh","when","Pnar"
"pnar1238","<<wip>>",376,121,327,448,"no","disruptive","noun","u","u=","M=","chwas","chwas","Chawas","Pnar"
"pnar1238","<<wip>>",183,190,432,622,"no","disruptive","noun","i","i=","N=","persen","persen","percent","Pnar"
"pnar1238","<<wip>>",277,382,231,613,"no","disruptive","pro","u","u=","M=","ma","ma","hon.M","Pnar"
"pnar1238","<<wip>>",525,393,365,758,"no","disruptive","noun","u","u=","M=","chwas","chwas","Chawas","Pnar"
"pnar1238","<<wip>>",786,333,189,522,"no","disruptive","pro","u","u=","M=","ma","ma","hon.M","Pnar"
"pnar1238","<<wip>>",613,223,103,326,"no","disruptive","pro","u","u=","M=","tæ","tæ","nvis","Pnar"
"pnar1238","<<wip>>",325,121,138,259,"no","disruptive","verb","ka","ka=","RES=","kam","kam","like;want","Pnar"
"pnar1238","<<wip>>",1759,244,451,695,"no","disruptive","noun","ka","ka=","F=","baiskyl","bicycle","bicycle","Pnar"
"pnar1238","<<wip>>",1140,179,263,442,"no",NA,NA,"ka","****","****","ksoh","****","****","Pnar"
"pnar1238","<<wip>>",352,223,271,494,"no","disruptive","noun","ka","ka=","F=","tupri","tupri","hat","Pnar"
"pnar1238","<<wip>>",825,137,167,304,"no","disruptive","verb","u","u=","NF=","yoh","yoh","get","Pnar"
"pnar1238","<<wip>>",381,143,281,424,"no","disruptive","noun","u","u=","M=","bru","bru","person","Pnar"
"pnar1238","<<wip>>",327,396,441,837,"no","disruptive","noun","ka","ka=","F=","piahrah","piahrah","Piahrah","Pnar"
"pnar1238","<<wip>>",383,236,394,630,"no","disruptive","noun","ka","ka=","F=","piahrah","piahrah","Piahrah","Pnar"
"pnar1238","<<wip>>",173,367,171,538,"no","disruptive","verb","pyn","pyn-","CAUS-","khroo","khroo","be.important","Pnar"
"pnar1238","<<wip>>",278,335,332,667,"no","disruptive","noun","ka","ka=","F=","langdoh","langdoh","Langdoh","Pnar"
"pnar1238","<<wip>>",272,341,558,899,"no","disruptive","verb","kajing","ka= jing-","F= ab.NMZ-","yaman","ya- man","BEN- become","Pnar"
"pnar1238","<<wip>>",477,286,102,388,"no","disruptive","verb","ya","ya-","BEN-","sñiawthooh","sñiawthooh","understand","Pnar"
"pnar1238","<<wip>>",304,256,340,596,"no","disruptive","noun","ki","ki=","PL=","kyntein","kyntein","word","Pnar"
"pnar1238","<<wip>>",1044,262,80,342,"no","disruptive","verb","i","i=","ACT=","yoo","yoo","see","Pnar"
"pnar1238","<<wip>>",367,112,553,665,"no","disruptive","verb","i","i=","ACT=","snoom","snoom","flow","Pnar"
"pnar1238","<<wip>>",877,440,473,913,"no","disruptive","noun","u","u=","M=","sooyong","sooyong","blackfruit","Pnar"
"pnar1238","<<wip>>",306,161,118,279,"no","disruptive","noun","ka","ka=","F=","yi","yi","thing","Pnar"
"pnar1238","<<wip>>",254,163,640,803,"no","disruptive","verb","u","u=","NF=","chæmphang","chæm phang","meet understand;realize","Pnar"
"pnar1238","<<wip>>",770,523,576,1099,"no","disruptive","noun","u","u=","M=","pathi","pathi","betel.leaf","Pnar"
"pnar1238","<<wip>>",529,351,372,723,"no","disruptive","verb","ka","ka=","RES=","chongkha","chong kha","sit birth","Pnar"
"pnar1238","<<wip>>",66,252,232,484,"no","disruptive","verb","ka","ka=","RES=","yap","yap","die","Pnar"
"pnar1238","<<wip>>",1227,134,173,307,"no","ultra-disruptive","verb","u","yoh","get","yee","yoh","get","Pnar"
"pnar1238","<<wip>>",423,181,290,471,"no","disruptive","verb","ki","ki=","PL=","jinglai","jing- lai","ab.NMZ- go","Pnar"
"pnar1238","<<wip>>",1470,472,488,960,"no","disruptive","noun","ka","ka=","F=","kynthai","kynthai","female","Pnar"
"pnar1238","<<wip>>",217,508,500,1008,"no","disruptive","verb","ka","ka=","F=","jingsynchar","jing- synchar","ab.NMZ- rule","Pnar"
"pnar1238","<<wip>>",420,240,388,628,"no","disruptive","noun","ka","ka=","F=","jaitbru","jait bru","type person","Pnar"
"pnar1238","<<wip>>",648,253,185,438,"no","disruptive","noun","ki","ki=","PL=","khon","khon","child","Pnar"
"pnar1238","<<wip>>",103,409,188,597,"no","disruptive","verb","kinong","ki= nong-","PL= ag.nmz-","læh","læh","do","Pnar"
"pnar1238","<<wip>>",497,430,227,657,"no","disruptive","noun","ka","ka=","F=","niam","niam","tradition","Pnar"
"pnar1238","<<wip>>",1117,308,272,580,"no","disruptive","noun","niam","niam","tradition","tre","tre","original","Pnar"
"port1286","<<wip>>",576,537,130,667,"yes","ultra-disruptive","noun","yaa","yaapuo","man","puo","yaapuo","man","Daakie"
"port1286","<<wip>>",236,349,236,585,"no","ultra-disruptive","verb","pyang","pyangbisi","observe","bisi","pyangbisi","observe","Daakie"
"port1286","<<wip>>",147,106,406,512,"no","ultra-disruptive","verb","ut","utliline","take.back","liline","utliline","take.back","Daakie"
"resi1247","<<wip>>",155,894,611,1505,"no","disruptive","noun","nonakóotsa","no- nakóotsa","-músi -neé","músineé","1SG.POSS- brother_in_law","-DU.M -SOCIATIVE","Resígaro"
"resi1247","<<wip>>",181,677,232,909,"no","ultra-disruptive","verb","notón̈atsíh","no- tón̈a =tsí =hpei","1SG- stand_up =TAM =REMOTE_PAST","pei","=hpei","=REMOTE_PAST","Resígaro"
"resi1247","<<wip>>",409,475,236,711,"no","disruptive","noun","tébaju","té- baju","3- bush","gí","-gí","-ALL","Resígaro"
"resi1247","<<wip>>",259,279,386,665,"no","ultra-disruptive","verb","ke","ketsah","tell","tsah","ketsah","tell","Resígaro"
"resi1247","<<wip>>",651,523,706,1229,"no","disruptive","verb","épohpa","épohpa","follow","tsipílle","-tsi -pílle","-NMZ -3S.FEM","Resígaro"
"resi1247","<<wip>>",383,260,238,498,"no","disruptive","verb","do","do-","3S.FEM-","kjú","kjá","do","Resígaro"
"ruul1235","<<wip>>",221,311,137,448,"no","ultra-disruptive","other","mwaːn","mu- andi","1- cruel","di","andi","cruel","Ruuli"
"ruul1235","<<wip>>",58,469,597,1066,"no","disruptive","noun","ŋgo","nga","while","omutaːni","o- mutaani","AUG- 1.son","Ruuli"
"ruul1235","<<wip>>",79,377,454,831,"no","ultra-disruptive","verb","nije","ni- a- ekwek","NAR- 1S- hide","kweːka","ekwek -a","hide -FV","Ruuli"
"ruul1235","<<wip>>",190,255,414,669,"no","disruptive","verb","ja","a- a-","1S- PST-","soːkere","sook -ere","do_first -PFV","Ruuli"
"ruul1235","<<wip>>",133,388,556,944,"no","disruptive","verb","aβa","a- ba-","S.REL- 2S-","ɟunaːɲiziβwa","junaanyizibw -a","be_responsible -FV","Ruuli"
"ruul1235","<<wip>>",112,236,562,798,"no","disruptive","verb","jaː","ya=","9.GEN=","kuniːnuka","ku- niinuk -a","INF- descend -FV","Ruuli"
"ruul1235","<<wip>>",146,211,646,857,"yes","disruptive","verb","βa","ba-","2S-","kweːtaːŋga","ku- et -ang -a","PROG- call -HAB -FV","Ruuli"
"sadu1234","<<wip>>",635,370,209,579,"yes","ultra-disruptive","other","sui","suiwa","everywhere","wa","suiwa","everywhere","Sadu"
"sadu1234","<<wip>>",270,329,199,528,"no","ultra-disruptive","other","lepi","lepipi","bare/naked","pi","lepipi","bare/naked","Sadu"
"sadu1234","<<wip>>",282,268,237,505,"no","ultra-disruptive","other","lepi","lepipi","bare/naked","pi","lepipi","bare/naked","Sadu"
"sadu1234","<<wip>>",189,261,232,493,"no","disruptive","noun","te","te-","this-","na","na","place","Sadu"
"sanz1248","<<wip>>",552,489,350,839,"no","ultra-disruptive","noun","χurej","χurejg","food","glij","χurejg -li -j","food -OBL -DAT","Sanzhi Dargwa"
"sanz1248","<<wip>>",890,389,188,577,"no","disruptive","pro","iltːa","il -tː -a","that -PL -OBL","cːer","-cːe -r","-IN -ABL","Sanzhi Dargwa"
"sanz1248","<<wip>>",242,350,122,472,"no","disruptive","verb","leb","le -b","exist -N","da","-da","-1","Sanzhi Dargwa"
"savo1255","<<wip>>",428,431,194,625,"no","disruptive","other","lama","lama","PROPR.SG.F","kona","=kona","=NOM.F","Savosavo"
"savo1255","<<wip>>",198,121,152,273,"no","disruptive","other","ghoma","ghoma","no","gho","=gho","=3SG.F.NOM","Savosavo"
"savo1255","<<wip>>",278,549,238,787,"no","disruptive","verb","pala","pala","make.3SG.M.O","kona","=kona","=NOM.F","Savosavo"
"sout2856","<<wip>>",2937,347,259,606,"no","disruptive","verb","ru","ru=","3PL.RS=","tae","tae","know","Nafsan (South Efate)"
"sout2856","<<wip>>",135,135,276,411,"yes","disruptive",NA,"I","i=","3SG.RS=","tato","ta to","still PROG","Nafsan (South Efate)"
"sout2856","<<wip>>",347,166,143,309,"yes","ultra-disruptive","verb","pa","pato","be at","to","pato","be at","Nafsan (South Efate)"
"sout2856","<<wip>>",340,263,430,693,"no","disruptive","verb","ru","ru=","3PL.RS=","weswes","weswes","work","Nafsan (South Efate)"
"sout2856","<<wip>>",408,277,188,465,"no","disruptive","verb","i","i=","3SG.RS=","tap","tap","not","Nafsan (South Efate)"
"sout2856","<<wip>>",468,127,264,391,"no","disruptive","verb","ru","ru=","3PL.RS=","tu","tu","stand","Nafsan (South Efate)"
"sout2856","<<wip>>",700,133,542,675,"no","ultra-disruptive","noun","E","Etasrik","p.name","tasrik","Etasrik","p.name","Nafsan (South Efate)"
"sout2856","<<wip>>",54,226,260,486,"no","ultra-disruptive","noun","na","kin natam̃ol","SUB person","tam̃ol","natam̃ol","person","Nafsan (South Efate)"
"sout2856","<<wip>>",1715,650,309,959,"no","disruptive","verb","negar","negar","3PL.POSS","wes","-wes","-3SG.OBL","Nafsan (South Efate)"
"sout2856","<<wip>>",153,435,276,711,"no","disruptive","other","ru","ru=","3PL.RS=","mer","mer","again","Nafsan (South Efate)"
"sout2856","<<wip>>",973,468,696,1164,"no","disruptive","verb","ku","ku=","2SG.RS=","lefeki","lefek -ki","around -TR","Nafsan (South Efate)"
"sout3282","<<wip>>",397,293,580,873,"no","ultra-disruptive","verb","en","enlist","enlist","listed","enlist -ed","enlist -PTCP.PST","English (Southern England)"
"svan1243","<<wip>>",315,360,151,511,"no","disruptive","other","čûīb","čûīb","below","te","-te","-to","Svan"
"svan1243","<<wip>>",551,605,106,711,"no","disruptive","pro","xedûǟy","xed -ûǟy","which -PART","s","-s","-DAT","Svan"
"svan1243","<<wip>>",129,518,253,771,"no","disruptive","noun","q̇arča","q̇arča","Karachay","xän","-xän","-from","Svan"
"svan1243","<<wip>>",311,363,286,649,"no","ultra-disruptive","noun","ûit","giant","ûitmatûir","matûir","giant","ûitmatûir","Svan"
"svan1243","<<wip>>",156,722,592,1314,"no","disruptive","pro","miča","miča","3SG.POSS","caxän","-caxän","-with","Svan"
"svan1243","<<wip>>",255,618,757,1375,"yes","disruptive","verb","limzə̄r","limzə̄r","pray","liqərāli","liqərāl -i","beg -too","Svan"
"svan1243","<<wip>>",879,418,611,1029,"no","disruptive","pro","miča","miča","3SG.POSS","caxanču","-caxän -ču","-with -below","Svan"
"svan1243","<<wip>>",244,579,1757,2336,"no","disruptive","other","atasi","atas -i","1000 -and","ešxuaširisemešdisemīsa","ešxu ašir -i -sem ešd -i semī -sa","1 100 -and 3 10 -and 3 -in","Svan"
"svan1243","<<wip>>",1592,806,320,1126,"no","disruptive","other","ûōštxûešd","ûōštxû ešd","four ten","yeru","yeru","two","Svan"
"svan1243","<<wip>>",300,418,581,999,"no","ultra-disruptive","noun","la","lašx","Lashketi","šxs","lašx -s","Lashketi -DAT","Svan"
"svan1243","<<wip>>",787,686,425,1111,"no","disruptive","pro","eǯyare","eǯyar","they","šxo","-eš -xo","-DAT -together","Svan"
"svan1243","<<wip>>",93,856,422,1278,"no","disruptive","noun","maṭerialur","maṭerialur","material","caxen","-caxen","-with","Svan"
"svan1243","<<wip>>",337,353,354,707,"no","disruptive","noun","šwiliš","šwil -iš","child -GEN","šwils","šwil -s","child -DAT","Svan"
"svan1243","<<wip>>",864,822,554,1376,"no","disruptive","other","wusgwēšdi","wusgw ēšd -i","six ten -and","wōštxw","wōštxw","four","Svan"
"taba1259","<<wip>>",290,481,226,707,"no","ultra-disruptive","pro","mu","muʁa","PROX","ʁaz","muʁa -z","PROX -DAT","Tabasaran"
"taba1259","<<wip>>",402,477,243,720,"no","disruptive","noun","jis̊an","jis̊a -n","night -GEN","na","=na","=ADD","Tabasaran"
"taba1259","<<wip>>",983,380,336,716,"no","ultra-disruptive","pro","mu","muʁa","PROX","ʁaz","muʁa -z","PROX -DAT","Tabasaran"
"teop1238","<<wip>>",483,436,451,887,"no","disruptive","pro","Me","Me=","and4=","paa","paa","TAM3","Teop"
"teop1238","<<wip>>",329,459,79,538,"no","disruptive","pro","me","me=","and4=","ori","ori","3PL.PRON","Teop"
"toto1304","<<wip>>",223,214,606,820,"yes","disruptive","verb","ni","ni-","RLS-","panjuanjuu","po- anju~ anjuʼ","CAU- RDP3~ smashed","Totoli"
"trin1278","<<wip>>",847,358,331,689,"no","disruptive","noun","tata","tata","Sir","noviono","-noviono","-PL.KIN","Mojeño Trinitario"
"trin1278","<<wip>>",610,187,643,830,"no","ultra-disruptive","other","mo","mopo","three","ponawore","mopo -na =wore","three -CLF.GEN =once_again","Mojeño Trinitario"
"trin1278","<<wip>>",352,118,519,637,"no","ultra-disruptive","pro","E","eto","3NH","tochujcha","eto =chu =jcha","3NH =RESTR =INTENS","Mojeño Trinitario"
"tsim1256","<<wip>>",185,528,360,888,"no","ultra-disruptive","other","musan","mus -an","dark -SFX","need","-an -ee -d","-SFX -SFX -SG","Asimjeeg Datooga"
"tsim1256","<<wip>>",249,325,394,719,"no","disruptive","verb","ma","m- a-","NEG- 3SG-","mus","mus","can","Asimjeeg Datooga"
"urum1249","<<wip>>",243,460,376,836,"no","disruptive","noun","ata","ata","ancestor/father","ana","-ana","-mother","Urum"
"urum1249","<<wip>>",243,517,161,678,"no","disruptive","other","oralar","ora -lar","there -PL","da","-da","-LOC","Urum"
"urum1249","<<wip>>",256,890,330,1220,"no","disruptive","noun","turklar","turk -lar","Turk -PL","ınan","-ınan","-INSTR","Urum"
"urum1249","<<wip>>",101,383,418,801,"no","ultra-disruptive","other","ondan","ondanğari","besides.that","ğari","ondanğari","besides.that","Urum"
"urum1249","<<wip>>",222,1089,177,1266,"no","disruptive","other","hazyaistvenni","hazyaistvenni","household:SG.M.NOM","dä","=dä","=and","Urum"
"urum1249","<<wip>>",163,370,605,975,"yes","ultra-disruptive","other","<<fs>selskhoz>","sels khozyaistvenni","agriculture economic","<<fm>khozyaistvenni>","khozyaistvenni","economic","Urum"
"urum1249","<<wip>>",336,246,506,752,"no","ultra-disruptive","verb","oh","ohu","study","umaya","ohu -ma -ya","study -INF -DAT","Urum"
"warl1254","<<wip>>",115,700,316,1016,"no","disruptive","noun","rarralykaji","rarralykaji","vehicle","wana","-wana","-beside","Warlpiri"
"warl1254","<<wip>>",534,202,464,666,"no","ultra-disruptive","noun","wa","wati","man","tikirlangu","wati -kirlangu","man -POSS","Warlpiri"
"warl1254","<<wip>>",293,589,220,809,"no","disruptive","noun","rarralykaji","rarralykaji","vehicle","wana","-wana","-beside","Warlpiri"
"warl1254","<<wip>>",519,619,311,930,"no","disruptive","noun","watiya","watiya","tree","wana","-wana","-along","Warlpiri"
"warl1254","<<wip>>",583,542,375,917,"no","disruptive","noun","puluku","puluku","bullock","kurlu","-kurlu","-with","Warlpiri"
"warl1254","<<wip>>",473,864,455,1319,"no","disruptive","noun","kurduwita","kurdu wita","child child","kurlu","-kurlu","-with","Warlpiri"
"warl1254","<<wip>>",480,726,452,1178,"no","disruptive","noun","ku","ku-","****","kurdu","kurdu","child","Warlpiri"
"warl1254","<<wip>>",398,452,457,909,"no","ultra-disruptive","noun","kuu","kuuku","monster","ku","kuuku","monster","Warlpiri"
"warl1254","<<wip>>",526,457,544,1001,"no","disruptive","noun","ku","kuuku","monster","pardu","-pardu","-DIM","Warlpiri"
"warl1254","<<wip>>",531,807,275,1082,"no","ultra-disruptive","noun","manyukarrinjal","manyu -karrinjalpa","fun ****","pa","-karrinjalpa","****","Warlpiri"
"warl1254","<<wip>>",1138,527,544,1071,"no","disruptive","noun","wirlinyi","wirlinyi","day_trip/hunting","kirli","-kirli","-with","Warlpiri"
"warl1254","<<wip>>",512,722,216,938,"no","disruptive","noun","yalyukurrar","yalyu -kurra","blood -to","rla","-rla","-LOC","Warlpiri"
"warl1254","<<wip>>",532,944,479,1423,"no","ultra-disruptive",NA,"jajinyanul","jaji -nyanu -lku","**** -POSS -then","kulpa","-lku -lpa","-then -CONT","Warlpiri"
"warl1254","<<wip>>",246,451,613,1064,"no","disruptive","pro","nyanungu","nyanungu","3SG","purdangka","-purdangka","-same_generation","Warlpiri"
"warl1254","<<wip>>",382,438,505,943,"no","disruptive","noun","jarn","jarntu","dog","pangku","-pangku","-little","Warlpiri"
"warl1254","<<wip>>",394,1007,207,1214,"no","disruptive","noun","modikaying","modikayi -nga","car ****","rla","-rla","-LOC","Warlpiri"
"warl1254","<<wip>>",705,800,345,1145,"no","disruptive","noun","kurduwita","kurdu wita","child child","lu","-lu","-PL","Warlpiri"
"warl1254","<<wip>>",1179,580,88,668,"no","disruptive",NA,"wirriya","wirriya","****","ng","-ngu","****","Warlpiri"
"warl1254","<<wip>>",1824,337,966,1303,"no","disruptive","noun","flat","flat","flat","tayajarrija","taya -jarrija","tyre -SFX","Warlpiri"
"warl1254","<<wip>>",268,459,488,947,"no","disruptive","noun","kurdu","kurdu","child","wita","wita","child","Warlpiri"
"warl1254","<<wip>>",307,1525,420,1945,"no","disruptive","noun","murrumurrulkul","murrumurru","pain","palu","-palu","-PL","Warlpiri"
"warl1254","<<wip>>",1264,725,351,1076,"yes","disruptive","noun","kurdujarra","kurdu -jarra","child -two","pala","-pala","-DU","Warlpiri"
"warl1254","<<wip>>",803,587,952,1539,"no","disruptive","verb","yaalpa","yaalpa-","****","ngunajalparla","nguna -ja -lpa -rla","be/lie **** -CONT -LOC","Warlpiri"
