"lang","file","speaker","wd_ID","wd","start","end","ref","tx","ft","mb_ID","mb","ps","gl","ph_ID","ph"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-170225-FS-1b","KA096","w003962","kulwaːla",719.44,719.899,"0234_doreco_ruul1235_ll-R-NAKASONGOLA-170225-FS-1b","jasoːkere kulwaːla maiso ago nigafa","He first got eye infections and the eyes got spoilt (lit. died).","m007191 m007192 m007193","ku- lwal -a","vpf- vintr -vsf","INF- get_ill -FV","p017164 p017165 p017166 p017167 p017168 p017169 p017170","k u l w a: l a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","NH001","w008094","<p:>",1018.893,1019.09,"0767_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","okimaite nti cikuβoneka nti [aβa] aβaɟunaːɲiziβwa oku nsoːŋga zaβiβira βaːni","Do you know that it is like those responsible on forests are from here?","m014560","<p:>","<p:>","<p:>","p034129","<p:>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","NH001","w008095","aβa",1019.09,1019.478,"0767_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","okimaite nti cikuβoneka nti [aβa] aβaɟunaːɲiziβwa oku nsoːŋga zaβiβira βaːni","Do you know that it is like those responsible on forests are from here?","m014561 m014562","a- ba-","vpf- vpf-","S.REL- 2S-","p034130 p034131 p034132","a B a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","NH001","w008096","<<wip>>",1019.478,1019.611,"0767_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","okimaite nti cikuβoneka nti [aβa] aβaɟunaːɲiziβwa oku nsoːŋga zaβiβira βaːni","Do you know that it is like those responsible on forests are from here?","m014563","****","****","****","p034133","<<wip>>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","NH001","w008097","ɟunaːɲiziβwa",1019.611,1020.167,"0767_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","okimaite nti cikuβoneka nti [aβa] aβaɟunaːɲiziβwa oku nsoːŋga zaβiβira βaːni","Do you know that it is like those responsible on forests are from here?","m014564 m014565","junaanyizibw -a","viintr -vsf","be_responsible -FV","p034134 p034135 p034136 p034137 p034138 p034139 p034140 p034141 p034142 p034143 p034144","J\ u n a: J i z i B w a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","NH001","w008098","oku",1020.167,1020.333,"0767_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1","okimaite nti cikuβoneka nti [aβa] aβaɟunaːɲiziβwa oku nsoːŋga zaβiβira βaːni","Do you know that it is like those responsible on forests are from here?","m014566 m014567","o- ku","npf- prep","AUG- 17.LOC","p034145 p034146 p034147","o k u"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ND001","w008453","ŋgeri",95.549,95.858,"0047_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ŋgeri jaːkuniːnuka","In the same way as…","m015294","ngeri","n","9.way","p035843 p035844 p035845 p035846 p035847","N g e r i"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ND001","w008454","jaː",95.858,96.094,"0047_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ŋgeri jaːkuniːnuka","In the same way as…","m015295","ya=","ptcl=","9.GEN=","p035848 p035849","j a:"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ND001","w008455","<<wip>>",96.094,96.206,"0047_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ŋgeri jaːkuniːnuka","In the same way as…","m015296","****","****","****","p035850","<<wip>>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ND001","w008456","kuniːnuka",96.206,96.768,"0047_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ŋgeri jaːkuniːnuka","In the same way as…","m015297 m015298 m015299","ku- niinuk -a","vpf- viintr -vsf","INF- descend -FV","p035851 p035852 p035853 p035854 p035855 p035856 p035857 p035858","k u n i: n u k a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2","ND001","w008457","<p:>",96.768,97.311,"<p:>","<p:>","<p:>","m015300","<p:>","<p:>","<p:>","p035859","<p:>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","ND001","w011027","<<fs>>",56.211,56.739,"0024_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","tiniβo [βo βe] βakweːtaːŋga [aβaː] aβaːpasita","Aren't they the ones referred to as pastors…","m019969","****","****","****","p045957","<<fs>>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","ND001","w011028","βa",56.739,56.95,"0024_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","tiniβo [βo βe] βakweːtaːŋga [aβaː] aβaːpasita","Aren't they the ones referred to as pastors…","m019970","ba-","vpf-","2S-","p045958 p045959","B a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","ND001","w011029","<<wip>>",56.95,57.096,"0024_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","tiniβo [βo βe] βakweːtaːŋga [aβaː] aβaːpasita","Aren't they the ones referred to as pastors…","m019971","****","****","****","p045960","<<wip>>"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","ND001","w011030","kweːtaːŋga",57.096,57.742,"0024_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","tiniβo [βo βe] βakweːtaːŋga [aβaː] aβaːpasita","Aren't they the ones referred to as pastors…","m019972 m019973 m019974 m019975","ku- et -ang -a","vpf- vtr -vsf -vsf","PROG- call -HAB -FV","p045961 p045962 p045963 p045964 p045965 p045966 p045967 p045968","k w e: t a: N g a"
"ruul1235","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","ND001","w011031","<<fs>aβaː>",57.742,58.084,"0024_doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3","tiniβo [βo βe] βakweːtaːŋga [aβaː] aβaːpasita","Aren't they the ones referred to as pastors…","m019976","****","****","****","p045969","<<fs>aβaː>"
"sadu1234","doreco_sadu1234_lihou10_three_siblings","Lihou","w002085","sui",469.864,470.234,"0153_doreco_sadu1234_lihou10_three_siblings","ne⁵⁵ dzo³³ kua³³ do²¹ a²¹ŋa⁵⁵","When the money was spent out.",NA,NA,NA,NA,"p004344 p004345","s ui"
"sadu1234","doreco_sadu1234_lihou10_three_siblings","Lihou","w002086","<<fs>>",470.234,470.327,"0153_doreco_sadu1234_lihou10_three_siblings","ne⁵⁵ dzo³³ kua³³ do²¹ a²¹ŋa⁵⁵","When the money was spent out.",NA,NA,NA,NA,"p004346","<<fs>>"
"sadu1234","doreco_sadu1234_lihou10_three_siblings","Lihou","w002087","<<wip>>",470.327,470.962,"0153_doreco_sadu1234_lihou10_three_siblings","ne⁵⁵ dzo³³ kua³³ do²¹ a²¹ŋa⁵⁵","When the money was spent out.",NA,NA,NA,NA,"p004347","<<wip>>"
"sadu1234","doreco_sadu1234_lihou10_three_siblings","Lihou","w002088","wa",470.962,471.171,"0153_doreco_sadu1234_lihou10_three_siblings","ne⁵⁵ dzo³³ kua³³ do²¹ a²¹ŋa⁵⁵","When the money was spent out.",NA,NA,NA,NA,"p004348 p004349","w a"
"sadu1234","doreco_sadu1234_lihou10_three_siblings","Lihou","w002089","ɡɯ",471.171,471.32,"0154_doreco_sadu1234_lihou10_three_siblings","sui⁴²wa⁴² ɡɯ⁵⁵ bɛ²¹  ki⁵⁵ lɛ²¹ a³³ də³³ i³³fu⁴² mo³³. fu⁴² ke⁴² ne⁵⁵ tɕo⁵⁵ te²¹ ȵi⁴² ne⁵⁵ tɕo⁵⁵.","The birds flied over and laid eggs again.",NA,NA,NA,NA,"p004350 p004351","g M"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006931","a",120.33,120.502,"0032_doreco_sadu1234_lizhongfu6_joke_1","ɔ³³ khui³³ te³³ mo³³ ɡɛ²¹ i³³dɯ³³ ɡɚ³³ ŋo²¹ ɣo⁵⁵  tshu⁵⁵ a⁵⁵ le⁵⁵pi⁵⁵pi⁵⁵  a⁵⁵ ʑa⁵⁵  la³³.","Oh, I had shaved the dog’s head barely.",NA,NA,NA,NA,"p014516","a"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006932","lepi",120.502,120.831,"0032_doreco_sadu1234_lizhongfu6_joke_1","ɔ³³ khui³³ te³³ mo³³ ɡɛ²¹ i³³dɯ³³ ɡɚ³³ ŋo²¹ ɣo⁵⁵  tshu⁵⁵ a⁵⁵ le⁵⁵pi⁵⁵pi⁵⁵  a⁵⁵ ʑa⁵⁵  la³³.","Oh, I had shaved the dog’s head barely.",NA,NA,NA,NA,"p014517 p014518 p014519 p014520","l e p i"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006933","<<wip>>",120.831,121.101,"0032_doreco_sadu1234_lizhongfu6_joke_1","ɔ³³ khui³³ te³³ mo³³ ɡɛ²¹ i³³dɯ³³ ɡɚ³³ ŋo²¹ ɣo⁵⁵  tshu⁵⁵ a⁵⁵ le⁵⁵pi⁵⁵pi⁵⁵  a⁵⁵ ʑa⁵⁵  la³³.","Oh, I had shaved the dog’s head barely.",NA,NA,NA,NA,"p014521","<<wip>>"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006934","pi",121.101,121.3,"0032_doreco_sadu1234_lizhongfu6_joke_1","ɔ³³ khui³³ te³³ mo³³ ɡɛ²¹ i³³dɯ³³ ɡɚ³³ ŋo²¹ ɣo⁵⁵  tshu⁵⁵ a⁵⁵ le⁵⁵pi⁵⁵pi⁵⁵  a⁵⁵ ʑa⁵⁵  la³³.","Oh, I had shaved the dog’s head barely.",NA,NA,NA,NA,"p014522 p014523","p i"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006935","a",121.3,121.388,"0032_doreco_sadu1234_lizhongfu6_joke_1","ɔ³³ khui³³ te³³ mo³³ ɡɛ²¹ i³³dɯ³³ ɡɚ³³ ŋo²¹ ɣo⁵⁵  tshu⁵⁵ a⁵⁵ le⁵⁵pi⁵⁵pi⁵⁵  a⁵⁵ ʑa⁵⁵  la³³.","Oh, I had shaved the dog’s head barely.",NA,NA,NA,NA,"p014524","a"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006945","ɡɚ",124.808,124.915,"0033_doreco_sadu1234_lizhongfu6_joke_1","tshe²¹ ŋo²¹ ɡo³¹³ zɚ³¹³ te³³ tsɿ⁵⁵ ɡɚ³³ le⁵⁵pi⁵⁵pi⁵⁵ ʑa⁵⁵ a²¹.","Look, I had cast it on my shoulders smoothly.",NA,NA,NA,NA,"p014542 p014543","g @`"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006946","lepi",124.915,125.183,"0033_doreco_sadu1234_lizhongfu6_joke_1","tshe²¹ ŋo²¹ ɡo³¹³ zɚ³¹³ te³³ tsɿ⁵⁵ ɡɚ³³ le⁵⁵pi⁵⁵pi⁵⁵ ʑa⁵⁵ a²¹.","Look, I had cast it on my shoulders smoothly.",NA,NA,NA,NA,"p014544 p014545 p014546 p014547","l e p i"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006947","<<wip>>",125.183,125.465,"0033_doreco_sadu1234_lizhongfu6_joke_1","tshe²¹ ŋo²¹ ɡo³¹³ zɚ³¹³ te³³ tsɿ⁵⁵ ɡɚ³³ le⁵⁵pi⁵⁵pi⁵⁵ ʑa⁵⁵ a²¹.","Look, I had cast it on my shoulders smoothly.",NA,NA,NA,NA,"p014548","<<wip>>"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006948","pi",125.465,125.702,"0033_doreco_sadu1234_lizhongfu6_joke_1","tshe²¹ ŋo²¹ ɡo³¹³ zɚ³¹³ te³³ tsɿ⁵⁵ ɡɚ³³ le⁵⁵pi⁵⁵pi⁵⁵ ʑa⁵⁵ a²¹.","Look, I had cast it on my shoulders smoothly.",NA,NA,NA,NA,"p014549 p014550","p i"
"sadu1234","doreco_sadu1234_lizhongfu6_joke_1","Lizhongfu","w006949","ʑa",125.702,125.95,"0033_doreco_sadu1234_lizhongfu6_joke_1","tshe²¹ ŋo²¹ ɡo³¹³ zɚ³¹³ te³³ tsɿ⁵⁵ ɡɚ³³ le⁵⁵pi⁵⁵pi⁵⁵ ʑa⁵⁵ a²¹.","Look, I had cast it on my shoulders smoothly.",NA,NA,NA,NA,"p014551 p014552","z\ a"
"sadu1234","doreco_sadu1234_3","Lidexiang","w011660","ɡɛ",40.567,40.699,"0014_doreco_sadu1234_3","te³³ bi⁵⁵bi³³ nu³³ sɿ⁵⁵dze²¹ ɡɯ³³ mo²¹ ɡɛ²¹ te³³na³³.","There was a giant chick-fruit tree here,",NA,NA,NA,NA,"p025275 p025276","g E"
"sadu1234","doreco_sadu1234_3","Lidexiang","w011661","te",40.699,40.96,"0014_doreco_sadu1234_3","te³³ bi⁵⁵bi³³ nu³³ sɿ⁵⁵dze²¹ ɡɯ³³ mo²¹ ɡɛ²¹ te³³na³³.","There was a giant chick-fruit tree here,",NA,NA,NA,NA,"p025277 p025278","t e"
"sadu1234","doreco_sadu1234_3","Lidexiang","w011662","<<wip>>",40.96,41.149,"0014_doreco_sadu1234_3","te³³ bi⁵⁵bi³³ nu³³ sɿ⁵⁵dze²¹ ɡɯ³³ mo²¹ ɡɛ²¹ te³³na³³.","There was a giant chick-fruit tree here,",NA,NA,NA,NA,"p025279","<<wip>>"
"sadu1234","doreco_sadu1234_3","Lidexiang","w011663","na",41.149,41.381,"0014_doreco_sadu1234_3","te³³ bi⁵⁵bi³³ nu³³ sɿ⁵⁵dze²¹ ɡɯ³³ mo²¹ ɡɛ²¹ te³³na³³.","There was a giant chick-fruit tree here,",NA,NA,NA,NA,"p025280 p025281","n a"
"sadu1234","doreco_sadu1234_3","Lidexiang","w011664","<p:>",41.381,42.84,"<p:>","<p:>","<p:>",NA,NA,NA,NA,"p025282","<p:>"
"sanz1248","doreco_sanz1248_mc_sanzhi_bazhuk","SD02","w000812","arillalij",107.995,108.666,"0016_doreco_sanz1248_mc_sanzhi_bazhuk","c'il rik'ulcar dam arillalij χurejglij wiqːanda.","""Then,"" she said, ""I will carry him as food for myself during the day.""","m001522 m001523 m001524","arilla -li -j","np:other","during.day -OBL -DAT","p003271 p003272 p003273 p003274 p003275 p003276 p003277 p003278 p003279","a r i l l a l i j"
"sanz1248","doreco_sanz1248_mc_sanzhi_bazhuk","SD02","w000813","χurej",108.666,109.155,"0016_doreco_sanz1248_mc_sanzhi_bazhuk","c'il rik'ulcar dam arillalij χurejglij wiqːanda.","""Then,"" she said, ""I will carry him as food for myself during the day.""","m001525","χurejg","np:other","food","p003280 p003281 p003282 p003283 p003284","X u r e j"
"sanz1248","doreco_sanz1248_mc_sanzhi_bazhuk","SD02","w000814","<<wip>>",109.155,109.707,"0016_doreco_sanz1248_mc_sanzhi_bazhuk","c'il rik'ulcar dam arillalij χurejglij wiqːanda.","""Then,"" she said, ""I will carry him as food for myself during the day.""","m001526","****","****","****","p003285","<<wip>>"
"sanz1248","doreco_sanz1248_mc_sanzhi_bazhuk","SD02","w000815","glij",109.707,110.057,"0016_doreco_sanz1248_mc_sanzhi_bazhuk","c'il rik'ulcar dam arillalij χurejglij wiqːanda.","""Then,"" she said, ""I will carry him as food for myself during the day.""","m001527 m001528 m001529","χurejg -li -j","****","food -OBL -DAT","p003286 p003287 p003288 p003289","g l i j"
"sanz1248","doreco_sanz1248_mc_sanzhi_bazhuk","SD02","w000816","<p:>",110.057,111.83,"0016_doreco_sanz1248_mc_sanzhi_bazhuk","c'il rik'ulcar dam arillalij χurejglij wiqːanda.","""Then,"" she said, ""I will carry him as food for myself during the day.""","m001530","<p:>","<p:>","<p:>","p003290","<p:>"
"sanz1248","doreco_sanz1248_mc_sanzhi_dragon","SD02","w001088","iltːa",6.15,6.539,"0001_doreco_sanz1248_mc_sanzhi_dragon","ca šːilcːeb ca kulpat, χula kulpat bužibcab, iltːacːer ca rursːi ružibcar har zamana kːušle aluqːan.","In one village there lived a family, a big family. They had a girl who was hungry all the time and was insatiable.","m002033 m002034 m002035","il -tː -a","dem_pro.h:obl","that -PL -OBL","p004287 p004288 p004289 p004290","i l t: a"
"sanz1248","doreco_sanz1248_mc_sanzhi_dragon","SD02","w001089","<<ui>>",6.539,6.802,"0001_doreco_sanz1248_mc_sanzhi_dragon","ca šːilcːeb ca kulpat, χula kulpat bužibcab, iltːacːer ca rursːi ružibcar har zamana kːušle aluqːan.","In one village there lived a family, a big family. They had a girl who was hungry all the time and was insatiable.","m002036","****","****","****","p004291","<<ui>>"
"sanz1248","doreco_sanz1248_mc_sanzhi_dragon","SD02","w001090","<<wip>>",6.802,7.692,"0001_doreco_sanz1248_mc_sanzhi_dragon","ca šːilcːeb ca kulpat, χula kulpat bužibcab, iltːacːer ca rursːi ružibcar har zamana kːušle aluqːan.","In one village there lived a family, a big family. They had a girl who was hungry all the time and was insatiable.","m002037","****","****","****","p004292","<<wip>>"
"sanz1248","doreco_sanz1248_mc_sanzhi_dragon","SD02","w001091","cːer",7.692,7.88,"0001_doreco_sanz1248_mc_sanzhi_dragon","ca šːilcːeb ca kulpat, χula kulpat bužibcab, iltːacːer ca rursːi ružibcar har zamana kːušle aluqːan.","In one village there lived a family, a big family. They had a girl who was hungry all the time and was insatiable.","m002038 m002039","-cːe -r","****","-IN -ABL","p004293 p004294 p004295","t:s e r"
"sanz1248","doreco_sanz1248_mc_sanzhi_dragon","SD02","w001092","ca",7.88,8.07,"0001_doreco_sanz1248_mc_sanzhi_dragon","ca šːilcːeb ca kulpat, χula kulpat bužibcab, iltːacːer ca rursːi ružibcar har zamana kːušle aluqːan.","In one village there lived a family, a big family. They had a girl who was hungry all the time and was insatiable.","m002040","ca","ln_deti","one","p004296 p004297","ts a"
"sanz1248","doreco_sanz1248_mc_sanzhi_patima","SD02","w003011","il",86.921,87.047,"0014_doreco_sanz1248_mc_sanzhi_patima","dura bik'ulcab il, lebda tːura buqunne ce birkujal bertːib kaluš birkujal cara cik'al birkujal bik'ul.","“Me, too,” it said, “I went outside, whatever happens. Maybe [I come across] a rotten galosh, maybe across another thing.”","m005604","il","nc","that","p012099 p012100","i l"
"sanz1248","doreco_sanz1248_mc_sanzhi_patima","SD02","w003012","leb",87.047,87.397,"0014_doreco_sanz1248_mc_sanzhi_patima","dura bik'ulcab il, lebda tːura buqunne ce birkujal bertːib kaluš birkujal cara cik'al birkujal bik'ul.","“Me, too,” it said, “I went outside, whatever happens. Maybe [I come across] a rotten galosh, maybe across another thing.”","m005605 m005606","le -b","nc","exist -N","p012101 p012102 p012103","l e b"
"sanz1248","doreco_sanz1248_mc_sanzhi_patima","SD02","w003013","<<wip>>",87.397,87.639,"0014_doreco_sanz1248_mc_sanzhi_patima","dura bik'ulcab il, lebda tːura buqunne ce birkujal bertːib kaluš birkujal cara cik'al birkujal bik'ul.","“Me, too,” it said, “I went outside, whatever happens. Maybe [I come across] a rotten galosh, maybe across another thing.”","m005607","****","****","****","p012104","<<wip>>"
"sanz1248","doreco_sanz1248_mc_sanzhi_patima","SD02","w003014","da",87.639,87.761,"0014_doreco_sanz1248_mc_sanzhi_patima","dura bik'ulcab il, lebda tːura buqunne ce birkujal bertːib kaluš birkujal cara cik'al birkujal bik'ul.","“Me, too,” it said, “I went outside, whatever happens. Maybe [I come across] a rotten galosh, maybe across another thing.”","m005608","-da","****","-1","p012105 p012106","d a"
"sanz1248","doreco_sanz1248_mc_sanzhi_patima","SD02","w003015","tːurabuqunne",87.761,88.617,"0014_doreco_sanz1248_mc_sanzhi_patima","dura bik'ulcab il, lebda tːura buqunne ce birkujal bertːib kaluš birkujal cara cik'al birkujal bik'ul.","“Me, too,” it said, “I went outside, whatever happens. Maybe [I come across] a rotten galosh, maybe across another thing.”","m005609 m005610 m005611 m005612 m005613","-tːura -b uq -un -ne","v:pred","-outside -N go.PFV -PRET -CVB","p012107 p012108 p012109 p012110 p012111 p012112 p012113 p012114 p012115 p012116","t: u r a b u q u n: e"
"savo1255","doreco_savo1255_ap_cs_saraputu","AP","w003367","mijila",1724.618,1724.997,"0271_doreco_savo1255_ap_cs_saraputu","Ko vora tegho; / tubutubu(a) sua tegho; / gnapagnapasa qaqoa tegho; tei sua / tubutubu(sa) sua mijila lama / kona te tatezu apoi ailo sua lova / verelo kengealizu.","She had wounds and she had sores and she was disabled and she... A woman with a body full of unclean festering sores had appeared, because he disobeyed the words of this giant.","m003757","mijila","n","body","p011878 p011879 p011880 p011881 p011882 p011883 p011884","m i J J\ i l a"
"savo1255","doreco_savo1255_ap_cs_saraputu","AP","w003368","lama",1724.997,1725.428,"0271_doreco_savo1255_ap_cs_saraputu","Ko vora tegho; / tubutubu(a) sua tegho; / gnapagnapasa qaqoa tegho; tei sua / tubutubu(sa) sua mijila lama / kona te tatezu apoi ailo sua lova / verelo kengealizu.","She had wounds and she had sores and she was disabled and she... A woman with a body full of unclean festering sores had appeared, because he disobeyed the words of this giant.","m003758","lama","****","PROPR.SG.F","p011885 p011886 p011887 p011888","l a m a"
"savo1255","doreco_savo1255_ap_cs_saraputu","AP","w003369","<<wip>>",1725.428,1725.856,"0271_doreco_savo1255_ap_cs_saraputu","Ko vora tegho; / tubutubu(a) sua tegho; / gnapagnapasa qaqoa tegho; tei sua / tubutubu(sa) sua mijila lama / kona te tatezu apoi ailo sua lova / verelo kengealizu.","She had wounds and she had sores and she was disabled and she... A woman with a body full of unclean festering sores had appeared, because he disobeyed the words of this giant.","m003759","****","****","****","p011889","<<wip>>"
"savo1255","doreco_savo1255_ap_cs_saraputu","AP","w003370","kona",1725.856,1726.05,"0271_doreco_savo1255_ap_cs_saraputu","Ko vora tegho; / tubutubu(a) sua tegho; / gnapagnapasa qaqoa tegho; tei sua / tubutubu(sa) sua mijila lama / kona te tatezu apoi ailo sua lova / verelo kengealizu.","She had wounds and she had sores and she was disabled and she... A woman with a body full of unclean festering sores had appeared, because he disobeyed the words of this giant.","m003760","lama","pa=case","PROPR.SG.F","p011890 p011891 p011892 p011893","k o n a"
"savo1255","doreco_savo1255_ap_cs_saraputu","AP","w003371","te",1726.05,1726.148,"0271_doreco_savo1255_ap_cs_saraputu","Ko vora tegho; / tubutubu(a) sua tegho; / gnapagnapasa qaqoa tegho; tei sua / tubutubu(sa) sua mijila lama / kona te tatezu apoi ailo sua lova / verelo kengealizu.","She had wounds and she had sores and she was disabled and she... A woman with a body full of unclean festering sores had appeared, because he disobeyed the words of this giant.","m003761","te","pa","EMPH","p011894 p011895","t e"
"savo1255","doreco_savo1255_pb_cs_batugha","PB","w008962","kama",45.373,45.669,"0008_doreco_savo1255_pb_cs_batugha","Ze na, / kaunga na / ma taughia taughia taughia kama ghomagho ghoi liaza bai / lo loma gnuba kona.","They and the chief waited and waited but his daughter didn't come back.","m011477","kama","adv","already","p032084 p032085 p032086 p032087","k a m a"
"savo1255","doreco_savo1255_pb_cs_batugha","PB","w008963","ghoma",45.669,45.79,"0008_doreco_savo1255_pb_cs_batugha","Ze na, / kaunga na / ma taughia taughia taughia kama ghomagho ghoi liaza bai / lo loma gnuba kona.","They and the chief waited and waited but his daughter didn't come back.","m011478","ghoma","pa","no","p032088 p032089 p032090 p032091","M\ o m a"
"savo1255","doreco_savo1255_pb_cs_batugha","PB","w008964","<<wip>>",45.79,45.988,"0008_doreco_savo1255_pb_cs_batugha","Ze na, / kaunga na / ma taughia taughia taughia kama ghomagho ghoi liaza bai / lo loma gnuba kona.","They and the chief waited and waited but his daughter didn't come back.","m011479","****","****","****","p032092","<<wip>>"
"savo1255","doreco_savo1255_pb_cs_batugha","PB","w008965","gho",45.988,46.14,"0008_doreco_savo1255_pb_cs_batugha","Ze na, / kaunga na / ma taughia taughia taughia kama ghomagho ghoi liaza bai / lo loma gnuba kona.","They and the chief waited and waited but his daughter didn't come back.","m011480","=gho","=ppencl","=3SG.F.NOM","p032093 p032094","M\ o"
"savo1255","doreco_savo1255_pb_cs_batugha","PB","w008966","ghoi",46.14,46.265,"0008_doreco_savo1255_pb_cs_batugha","Ze na, / kaunga na / ma taughia taughia taughia kama ghomagho ghoi liaza bai / lo loma gnuba kona.","They and the chief waited and waited but his daughter didn't come back.","m011481","ghoi","adv","also","p032095 p032096 p032097","M\ o i"
"savo1255","doreco_savo1255_ss_cs_polo","SS","w013181","samu",187.142,187.482,"0007_doreco_savo1255_ss_cs_polo","Ko ghoi bo rughua kegho samu zalalia kegho; / kulisogha bai ba tomiti samu pala, / kona ko samu pala tuka, / ko ba / koma kakala zu ko koma polo kumaghue.","****","m017427","samu","n","food","p046725 p046726 p046727 p046728","s a m u"
"savo1255","doreco_savo1255_ss_cs_polo","SS","w013182","pala",187.482,188.031,"0007_doreco_savo1255_ss_cs_polo","Ko ghoi bo rughua kegho samu zalalia kegho; / kulisogha bai ba tomiti samu pala, / kona ko samu pala tuka, / ko ba / koma kakala zu ko koma polo kumaghue.","****","m017428","pala","vti","make.3SG.M.O","p046729 p046730 p046731 p046732","p a l a"
"savo1255","doreco_savo1255_ss_cs_polo","SS","w013183","<<wip>>",188.031,188.309,"0007_doreco_savo1255_ss_cs_polo","Ko ghoi bo rughua kegho samu zalalia kegho; / kulisogha bai ba tomiti samu pala, / kona ko samu pala tuka, / ko ba / koma kakala zu ko koma polo kumaghue.","****","m017429","****","****","****","p046733","<<wip>>"
"savo1255","doreco_savo1255_ss_cs_polo","SS","w013184","kona",188.309,188.547,"0007_doreco_savo1255_ss_cs_polo","Ko ghoi bo rughua kegho samu zalalia kegho; / kulisogha bai ba tomiti samu pala, / kona ko samu pala tuka, / ko ba / koma kakala zu ko koma polo kumaghue.","****","m017430","=kona","=case","=NOM.F","p046734 p046735 p046736 p046737","k o n a"
"savo1255","doreco_savo1255_ss_cs_polo","SS","w013185","ko",188.547,188.714,"0007_doreco_savo1255_ss_cs_polo","Ko ghoi bo rughua kegho samu zalalia kegho; / kulisogha bai ba tomiti samu pala, / kona ko samu pala tuka, / ko ba / koma kakala zu ko koma polo kumaghue.","****","m017431","ko","pp","3SG.F","p046738 p046739","k o"
"sout2856","doreco_sout2856_086_cut","HL","w015281","<<pr>Ale>",81.575,81.843,"0010_doreco_sout2856_086_cut","§ 086-009 Ale rutae preg nasum̃ , tenen rutiik ki faat , kuleka . Kuletae m̃as pak nam̃olien ni mees , teesa nanwei fsofus .","So they can make a house, they haven't any money, you look. Life today, all the young men,","m019065","ale","interject","OK; then","p017236","<<pr>Ale>"
"sout2856","doreco_sout2856_086_cut","HL","w015282","ru",81.843,82.19,"0010_doreco_sout2856_086_cut","§ 086-009 Ale rutae preg nasum̃ , tenen rutiik ki faat , kuleka . Kuletae m̃as pak nam̃olien ni mees , teesa nanwei fsofus .","So they can make a house, they haven't any money, you look. Life today, all the young men,","m019066","ru=","pron","3PL.RS=","p017237 p017238","r u"
